"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"wake_mis3_dlg2_ph04";" It's OK, we can hold it out.";" C’est bon, on peut tenir.";" Tutto OK, possiamo resistere.";" Das ist OK, wir halten einiges aus.";" Está bien, podemos resistir.";"Ничего, продержимся.";"W porządku, damy sobie radę.";"To je v pohodě. Udržíme to ve vzduchu.";" Neyse, dayanabiliriz.";"没\t事\t儿，\t我\t们\t扛\t得\t住。";"大丈夫　\tなんてことないさ";" Está tudo bem, nós aguentamos.";"Нічого, протримаємося.";" OK je, možemo da izdržimo.";"Minden rendben, még kitartunk.";" 괜찮아, 우린 버틸 수 있어.";"Нічога, вытрымаем.";" E în regulă, facem față.";"沒\t事\t兒，\t我\t們\t扛\t得\t住。";"没\t事\t儿，\t我\t们\t扛\t得\t住。";;
"wake_mis5_dlg1_ph01";" Base, do you copy?";" A la base, Vous me recevez ?";" Base, mi ricevete?";" Basis, haben Sie verstanden?";" Base, ¿me reciben?";"База! Приём!";"Baza, odbiór.";"Základno, slyšíte mě?";" Kule, duyuyor musun?";"基\t地，\t能\t否\t收\t到？";"ベース、\t聞こえるか？";" Base, está ouvindo?";"База! Прийом!";" Bazo, da li primaš?";"Bázis, veszed az adást?";" 기지, 내 말이 들리나?";"База! Прыём!";" Baza, recepționezi?";"基\t地，\t能\t否\t收\t到？";"基\t地，\t能\t否\t收\t到？";;
"wake_mis5_dlg1_ph02";" Yeah I copy, Lieutenant.";" Oui, je vous reçois, Lieutenant.";" La riceviamo, Tenente.";" Ja, verstanden, Lieutenant.";" Sí, recibido, Teniente.";"Слышу вас, лейтенант. Приём.";"Tu baza. Słucham, poruczniku.";"Ano, slyším, poručíku.";" Evet duyuyorum, Teğmen.";"收\t到，\t中\t尉。";"聞こえます\t少尉";" Sim entendi, Tenente.";"Чую вас, лейтенант. Прийом.";" Primam, Poručniče.";"Igen, veszem, hadnagy.";" 들린다, 중위.";"Чую вас, лейтэнант.";" Da, recepționăm, locotenente.";"收\t到，\t中\t尉。";"收\t到，\t中\t尉。";;
"wake_mis5_dlg1_ph03";" Enemy aircraft in sight! Sector D-12!";" Avions ennemis en vue ! Secteur D-12 !";" Aerei nemici avvistati! Settore D-12!";"Feindliche Flugzeuge gesichtet! Abschnitt D-12!";" ¡Aviones enemigos a la vista! ¡Sector D-12!";"Вижу самолёты противника! Квадрат C-11!";"Samoloty wroga w zasięgu wzroku! Sektor D-12!";"Nepřátelská letadla na dohled! Sektor D-12!";" Düşman uçağı görüldü! Sektör D-12!";"发\t现\t敌\t机！\tD-12 区！";"敵機発見！\tD-12地区！";" Aviões inimigos à vista! Setor D-12!";"Бачу літаки противника! Квадрат C-11!";" Neprijateljski avioni na vidiku! Sektor D-12!";"Ellenséges repülőgépek a láthatáron! D12-es szektor!";" D-12 지역에 적 항공기 포착!";"Бачу самалёты супраціўніка! Квадрат С-11!";" Avioane inamice la orizont! Sector D-12!";"發\t現\t敵\t機！\tD-12 區！";"发\t现\t敌\t机！\tD-12 区！";;
"wake_mis5_dlg1_ph04";" Roger that.";" Bien reçu.";" Ricevuto.";" Verstanden!";" Recibido.";"Вас понял.";"Przyjmuję.";"Rozumím.";" Anlaşıldı.";"收\t到。";"了解";" Entendido.";"Вас зрозумів.";" Primljeno.";"Vettem.";" 알겠다.";"Зразумеў!";" Recepționat.";"收\t到。";"收\t到。";;
"wake_mis5_dlg1_ph05";" Taking a course to sector D-12.";" Direction secteur D-12.";" Mi sto dirigendo al settore D-12.";" Nehmen Kurs auf Abschnitt D-12.";" Cambiando de dirección hacia el sector D-12.";"Выдвигаюсь к квадрату C-11.";"Obieram kurs na sektor D-12.";"Nabíráme kurs k sektoru D-12.";" Sektör D-12'ye ilerleniyor.";"飞\t往 D-12 区。";"Ｄ12地区へ\t進路をとる";" Fazendo um curso para o setor D-12.";"Висуваюся до квадрата C-11.";" Okrećemo se na kurs ka sektoru D-12.";"Irány a D12-es szektor.";" D-12 지역으로 항로 설정.";"Накіроўваюся ў квадрат С-11.";" Ne îndreptăm în sectorul D-12.";"飛\t往 D-12 區。";"飞\t往 D-12 区。";;
"wake_mis5_dlg1_ph06";" Don't attack it alone.";" Ne l’attaquez pas seul !";" Non deve attaccarlo da solo.";" Greifen Sie nicht alleine an.";" No lo ataque solo.";"Не атакуй в одиночку.";"Nie atakuj go samodzielnie.";"Neútočte sami.";"Tek başına saldırma.";"别\t独\t自\t去\t攻\t击。";"一人で\t仕掛けるなよ";" Não ataque sozinho.";"Не атакуй самостійно.";" Ne napadajte ga sami.";"Ne támadj egyedül.";" 혼자서 덤비지 마.";"Не атакуй адзін!";" Nu-i ataca singur.";"別\t獨\t自\t去\t攻\t擊。";"别\t独\t自\t去\t攻\t击。";;
"wake_mis5_dlg1_ph07";" OK. Meet you in sector F-12.";" OK Je vous rejoins dans le secteur F-12.";" D'accordo. Ci vediamo al settore F-12.";" Ok. Treffpunkt ist Abschnitt F-12";"Recibido. Nos encontraremos en el sector F-12.";"Хорошо. Встретимся в квадрате F-12.";"Dobrze. Spotkamy się w sektorze F-12.";"Dobře. Setkáme se v sektoru F-12.";" Anlaşıldı. Seninle sektör F-12'de buluşalım.";"好\t的，\tF-12 区\t见。";"オーケー、\tＦ12地区で\t合流する";" Ok. Encontro-te no setor F-12.";"Добре. Зустрінемося в квадраті F-12.";" OK. Srešću te u sektoru F-12.";"Rendben. Találkozunk az F12-es szektorban.";" 알겠다. F-12 지역에서 보자고.";"Добра, сустрэнемся ў квадраце F-12.";" OK. Ne întâlnim în sectorul F-12.";"好\t的，\tF-12 區\t見。";"好\t的，\tF-12 区\t见。";;
"wake_mis5_dlg1_ph08";" Roger that.";" Bien reçu.";" Ricevuto.";" Verstanden!";" Recibido.";"Понял.";" Przyjąłem.";"Rozumím.";" Anlaşıldı.";"收\t到。";"了解";" Entendido.";"Зрозумів.";" Primljeno.";"Vettem.";" 알겠다.";"Зразумеў.";" Recepționat.";"收\t到。";"收\t到。";;
"wake_mis5_dlg2_ph01";" Careful! Watch your back!";" Attention ! Fais gaffe !";" Attento! Guardati alle spalle!";" Vorsicht! Hinter Ihnen!";" ¡Cuidado! ¡Cubre tus espaldas!";"Берегись! Сзади!";"Ostrożnie! Uważaj na szóstą!";"Pozor na záda!";" Dikkatli ol! Arkana bak!";"当\t心！\t小\t心\t背\t后！";"後ろに\t気を\t付けろ！";"Cuidado! Olha as tuas 6!";"Бережися! Ззаду!";" Pažljivo! Čuvajte leđa!";"Óvatosan! Nézz a hátad mögé!";" 뒤를 조심해!";"Асцярожна! Ззаду!";" Fii atent! Păzește-ți spatele!";"當\t心！\t小\t心\t背\t後！";"当\t心！\t小\t心\t背\t后！";;
"wake_mis5_dlg2_ph02";" Damn it! They shot me down.";" Bon Dieu ! Ils m’ont eu.";" Maledizione! Sono stato abbattuto. ";" Verdammt! Sie haben mich erwischt.";" ¡Maldita sea! Me derribaron.";"Вот чёрт! Меня подбили!";"Cholera! Zestrzelili mnie.";"Sakra! Dostali mě.";"Lanet olsun! Beni vurdular.";"该\t死！\t我\t被\t击\t落\t了。";"クソッ！\tやられた！";" Porra! Eles abateram-me.";"От дідько! Мене підбили!";" Dovraga! Oborili su me.";"Francba! Lelőttek!";" 젠장! 날 격추시키려고 해.";"Вось халера! Мяне падбілі!";" La naiba! M-au lovit.";"該\t死！\t我\t被\t擊\t落\t了。";"该\t死！\t我\t被\t击\t落\t了。";;
"wake_mis5_dlg2_ph03";" I'll distract them! Try to land!";" Je vais les distraire ! Essaie d’atterrir !";" Li distraggo io! Cerca di atterrare!";" Ich lenke sie ab! Versuchen Sie zu landen!";" ¡Los distraeré! ¡Tú intenta aterrizar!";"Я отвлеку их! Садись!";"Odwrócę ich uwagę! Spróbuj wylądować!";"Odlákám jejich pozornost! Pokuste se přistát!";"Dikkatlerini dağıtacağım! İnmeyi dene!";"我\t来\t分\t散\t他\t们\t的\t注\t意\t力！\t你\t尽\t量\t着\t陆！";"奴らの\t注意を\t逸らすから\t着陸しろ！";" Eu vou distraí-los! Tente pousar!";"Я відволіку їх! Сідай!";" Ja ću ih odvući! Pokušaj da sletiš!";"Elterelem őket! Próbálj meg leszállni!";" 내가 따돌려 볼게! 착륙을 시도해!";"Я адцягну іх увагу! Садзі самалёт!";" Le voi distrage atenția! Încearcă să aterizezi!";"我\t來\t分\t散\t他\t們\t的\t注\t意\t力！\t你\t儘\t量\t著\t陸！";"我\t来\t分\t散\t他\t们\t的\t注\t意\t力！\t你\t尽\t量\t着\t陆！";;
